,i,text,lemma,event_id,event_label,correct_event_nonevent_prediction,Tag,Annotation_ID,Multi_Token_Annotation,main_tags_in_events,main_tags_in_non_events,reference_to_diegesis
1275,1275,.,.,_,_, ,O,none,0,,,
1276,1276,»,»,_,_, ,O,none,0,,,
1277,1277,Es,es,94,non_event, ,O,none,0,,,
1278,1278,ist,sein,94,non_event, ,O,none,0,,,
1279,1279,aber,aber,94,non_event, ,O,none,0,,,
1280,1280,auch,auch,94,non_event, ,O,none,0,,,
1281,1281,nicht,nicht,94,non_event, ,O,none,0,,,
1282,1282,in,in,94,non_event, ,O,none,0,,,
1283,1283,der,der,94,non_event, ,O,none,0,,,
1284,1284,Ordnung,Ordnung,94,non_event, ,O,none,0,,,
1285,1285,",",",",_,_, ,O,none,0,,,
1286,1286,«,«,_,_, ,O,none,0,,,
1287,1287,fuhr,fahren,95,process, ,B-Bewegung-Schall,18BC07DF-45FB-4ABC-8A78-0AC0A8A31E13,2,,,
1288,1288,Gabriel,Gabriel,95,process, ,O,none,0,,,
1289,1289,hartnäckig,hartnäckig,95,process, ,O,none,0,,,
1290,1290,fort,fort,95,process, ,B-Bewegung-Schall,18BC07DF-45FB-4ABC-8A78-0AC0A8A31E13,2,,,
1291,1291,",",",",_,_, ,O,none,0,,,
1292,1292,»,-,_,_, ,O,none,0,,,
1293,1293,wenn,wenn,96,non_event, ,O,none,0,,,
1294,1294,ich,ich,96,non_event, ,O,none,0,,,
1295,1295,allein,allein,96,non_event, ,O,none,0,,,
1296,1296,den,der,96,non_event, ,O,none,0,,,
1297,1297,Braten,Brat,96,non_event, ,O,none,0,,,
1298,1298,esse,essen,96,non_event, ,B-Bewegung-Subjekt,6E54AA76-FDDA-4C13-B8EE-CAE3DF4949D5,1,,,
1299,1299,",",",",_,_, ,O,none,0,,,
1300,1300,den,der,96,non_event, ,O,none,0,,,
1301,1301,ich,ich,96,non_event, ,O,none,0,,,
1302,1302,für,für,96,non_event, ,O,none,0,,,
1303,1303,Sie,sie,96,non_event, ,O,none,0,,,
1304,1304,hole,holen,96,non_event, ,B-Bewegung-Subjekt,121D67F7-CBC4-4010-9315-0A03E2FA5BD6,1,,,
1305,1305,.,.,_,_, ,O,none,0,,,
1306,1306,«,«,_,_, ,O,none,0,,,
1307,1307,»,-,_,_, ,O,none,0,,,
1308,1308,Ich,ich,97,stative_event, ,O,none,0,,,
1309,1309,hoffe,hoffen,97,stative_event, ,O,none,0,,,
1310,1310,",",",",_,_, ,O,none,0,,,
1311,1311,Sie,sie,97,stative_event, ,O,none,0,,,
1312,1312,sind,sein,97,stative_event, ,O,none,0,,,
1313,1313,jetzt,jetzt,97,stative_event, ,O,none,0,,,
1314,1314,zufrieden,zufrieden,97,stative_event, ,O,none,0,,,
1315,1315,",",",",_,_, ,O,none,0,,,
1316,1316,«,«,_,_, ,O,none,0,,,
1317,1317,versetzte,versetzen,98,process, ,B-Bewegung-Schall,A4D7E71D-405B-4A64-847C-110232BC3BC1,1,,,
1318,1318,der,der,98,process, ,O,none,0,,,
1319,1319,Professor,Professor,98,process, ,O,none,0,,,
1320,1320,und,und,99,process, ,O,none,0,,,
1321,1321,schob,schieben,99,process, ,B-Bewegung-Subjekt,F51A93E2-053A-44AB-99C5-B190071F0012,2,,,
1322,1322,ihm,ihm,99,process, ,O,none,0,,,
1323,1323,den,der,99,process, ,O,none,0,,,
1324,1324,Teller,Teller,99,process, ,O,none,0,,,
1325,1325,zurück,zurück,99,process, ,B-Bewegung-Subjekt,F51A93E2-053A-44AB-99C5-B190071F0012,2,,,
1326,1326,.,.,_,_, ,O,none,0,,,
1327,1327,Gabriel,Gabriel,100,process, ,O,none,0,,,
1328,1328,zuckte,zucken,100,process, ,O,none,0,,,
1329,1329,die,der,100,process, ,O,none,0,,,
1330,1330,Achseln,Achsel,100,process, ,O,none,0,,,
1331,1331,.,.,100,process, ,O,none,0,,,
1332,1332,»,»,_,_, ,O,none,0,,,
1333,1333,Es,es,101,stative_event, ,O,none,0,,,
1334,1334,ist,sein,101,stative_event, ,O,none,0,,,
1335,1335,zum,zu,101,stative_event, ,O,none,0,,,
1336,1336,wenigsten,wenig,101,stative_event, ,O,none,0,,,
1337,1337,guter,gut,101,stative_event, ,O,none,0,,,
1338,1338,Wille,Wille,101,stative_event, ,O,none,0,,,
1339,1339,.,.,_,_, ,O,none,0,,,
1340,1340,Der,der,102,non_event, ,O,none,0,,,
1341,1341,Herr,Herr,102,non_event, ,O,none,0,,,
1342,1342,Doctor,Doctor,102,non_event, ,O,none,0,,,
1343,1343,war,sein,102,non_event, ,O,none,0,,,
1344,1344,nicht,nicht,102,non_event, ,O,none,0,,,
1345,1345,zu,zu,_,_, ,B-Positionierung,05CD15B3-59FD-4F60-9611-856BC507FD99,1,,,
1346,1346,Hause,Haus,_,_, ,B-Ort-Container,6082430A-5147-4340-96D8-D258412D4039,1,,,
1347,1347,.,.,_,_, ,O,none,0,,,
1348,1348,«,«,_,_, ,O,none,0,,,
1349,1349,»,-,_,_, ,O,none,0,,,
1350,1350,Ich,ich,103,process, ,O,none,0,,,
1351,1351,sehe,sehen,103,process, ,B-Bewegung-ALT,F5980057-05C9-4F94-985C-76032796FD99,1,,,
1352,1352,.,.,_,_, ,O,none,0,,,
1353,1353,Sorgen,sorgen,104,non_event, ,O,none,0,,,
1354,1354,Sie,sie,104,non_event, ,O,none,0,,,
1355,1355,dafür,dafür,104,non_event, ,O,none,0,,,
1356,1356,",",",",_,_, ,O,none,0,,,
1357,1357,daß,daß,104,non_event, ,O,none,0,,,
1358,1358,die,der,104,non_event, ,O,none,0,,,
1359,1359,Hausthür,Hausthür,104,non_event, ,B-Ort-Objekt-BK,ED9DD1E8-CE68-4413-9FAF-8AF59197F19C,1,,,
1360,1360,geöffnet,öffnen,104,non_event, ,B-Bewegung-Subjekt,917C2616-65EC-4DFB-8262-B78E71020E92,1,,,
1361,1361,bleibt,bleiben,104,non_event, ,O,none,0,,,
1362,1362,.,.,_,_, ,O,none,0,,,
1363,1363,«,-,_,_, ,O,none,0,,,
1364,1364,Gabriel,Gabriel,105,process, ,O,none,0,,,
1365,1365,machte,machen,105,process, ,B-Bewegung-Subjekt,C897B892-D705-4FFB-8DCB-C0E6AFF90FD8,2,,,
1366,1366,Kehrt,Kehrt,105,process, ,I-Bewegung-Subjekt,C897B892-D705-4FFB-8DCB-C0E6AFF90FD8,2,,,
1367,1367,und,und,106,process, ,O,none,0,,,
1368,1368,entfernte,entfernen,106,process, ,B-Bewegung-Subjekt,F6A7962F-7EDD-44AA-A968-A55A204B331F,1,,,
1369,1369,sich,sich,106,process, ,O,none,0,,,
1370,1370,mit,mit,106,process, ,O,none,0,,,
1371,1371,den,der,106,process, ,O,none,0,,,
1372,1372,Tellern,Teller,106,process, ,O,none,0,,,
1373,1373,.,.,_,_, ,O,none,0,,,
1374,1374,Wieder,wieder,107,stative_event, ,O,none,0,,,
1375,1375,war,sein,107,stative_event, ,O,none,0,,,
1376,1376,der,der,107,stative_event, ,O,none,0,,,
1377,1377,Gelehrte,gelehrter,107,stative_event, ,O,none,0,,,
1378,1378,allein,allein,107,stative_event, ,O,none,0,,,
1379,1379,",",",",_,_, ,O,none,0,,,
1380,1380,das,der,107,stative_event, ,O,none,0,,,
1381,1381,goldene,golden,107,stative_event, ,O,none,0,,,
1382,1382,Licht,Licht,107,stative_event, ,O,none,0,,,
1383,1383,der,der,107,stative_event, ,O,none,0,,,
1384,1384,Lampe,Lampe,107,stative_event, ,O,none,0,,,
1385,1385,fiel,fallen,107,stative_event, ,B-Bewegung-Licht,962C8A9A-7587-4CF8-8F82-8C60148BDF99,1,,,
1386,1386,auf,auf,107,stative_event, ,B-Richtung,D43EB500-694E-4F0C-A27C-4AB1F2213E06,1,,,
1387,1387,sein,sein,107,stative_event, ,O,none,0,,,
1388,1388,Antlitz,Antlitz,107,stative_event, ,O,none,0,,,
1389,1389,und,und,107,stative_event, ,O,none,0,,,
1390,1390,die,der,107,stative_event, ,O,none,0,,,
1391,1391,Bücher,Buch,107,stative_event, ,O,none,0,,,
1392,1392,",",",",_,_, ,O,none,0,,,
1393,1393,welche,welcher,_,_, ,O,none,0,,,
1394,1394,um,um,_,_, ,B-Positionierung,80FD39A3-F587-47BA-BC67-77CFD17C42B7,1,,,
1395,1395,ihn,ihn,108,stative_event, ,O,none,0,,,
1396,1396,lagen,liegen,108,stative_event, ,O,none,0,,,
1397,1397,",",",",_,_, ,O,none,0,,,
1398,1398,schneller,schnell,109,process, ,O,none,0,,,
1399,1399,rauschten,rauschen,109,process, ,B-Bewegung-Schall,A4A16046-8917-4105-A4A8-35A69F094BB8,1,,,
1400,1400,die,der,109,process, ,O,none,0,,,
1401,1401,weißen,weiß,109,process, ,O,none,0,,,
1402,1402,Blätter,Blatt,109,process, ,O,none,0,,,
1403,1403,unter,unter,109,process, ,B-Positionierung,70301D16-F60A-4B81-BDD8-82A2BCB179BA,1,,,
1404,1404,der,der,109,process, ,O,none,0,,,
1405,1405,Hand,Hand,109,process, ,O,none,0,,,
1406,1406,des,der,109,process, ,O,none,0,,,
1407,1407,Nachschlagenden,nachschlagend,109,process, ,O,none,0,,,
1408,1408,und,und,110,process, ,O,none,0,,,
1409,1409,in,in,110,process, ,O,none,0,,,
1410,1410,starker,stark,110,process, ,O,none,0,,,
1411,1411,Spannung,Spannung,110,process, ,O,none,0,,,
1412,1412,arbeiteten,arbeiten,110,process, ,O,none,0,,,
1413,1413,seine,sein,110,process, ,O,none,0,,,
1414,1414,Züge,Zug,110,process, ,O,none,0,,,
1415,1415,.,.,_,_, ,O,none,0,,,
1416,1416,Da,da,111,process, ,O,none,0,,,
1417,1417,pochte,pochen,111,process, ,B-Bewegung-Schall,35D62CEB-CFBE-4176-8D03-9DF838A9EC77,1,,,
1418,1418,es,es,111,process, ,O,none,0,,,
1419,1419,an,an,111,process, ,B-Richtung,C4304166-A6BC-4A36-A130-1282723A9FFF,1,,,
1420,1420,die,der,111,process, ,O,none,0,,,
1421,1421,Thür,Thür,111,process, ,B-Ort-Objekt-BK,68FBF2E6-8015-4F48-A626-B8C63932EB86,1,,,
1422,1422,",",",",_,_, ,O,none,0,,,
1423,1423,der,der,111,process, ,O,none,0,,,
1424,1424,erwartete,erwartet,111,process, ,B-Bewegung-Subjekt,6997F81F-35FC-4596-84B8-C405B32A987D,1,,,
1425,1425,Besuch,Besuch,111,process, ,O,none,0,,,
1426,1426,trat,treten,111,process, ,B-Bewegung-Subjekt,A55E6EBF-778E-40CA-9658-F380F6F4A010,2,,,
1427,1427,ein,ein,111,process, ,I-Bewegung-Subjekt,A55E6EBF-778E-40CA-9658-F380F6F4A010,2,,,
1428,1428,.,.,_,_, ,O,none,0,,,
1429,1429,»,»,_,_, ,O,none,0,,,
1430,1430,Guten,gut,112,non_event, ,O,none,0,,,
1431,1431,Abend,Abend,112,non_event, ,O,none,0,,,
1432,1432,",",",",_,_, ,O,none,0,,,
1433,1433,Fritz,Fritz,112,non_event, ,O,none,0,,,
1434,1434,",",",",_,_, ,O,none,0,,,
1435,1435,«,«,_,_, ,O,none,0,,,
1436,1436,rief,rufen,112,non_event, ,B-Bewegung-Schall,A785771C-1691-413C-ADC0-7725080C7C57,2,,,
1437,1437,der,der,112,non_event, ,O,none,0,,,
1438,1438,Professor,Professor,112,non_event, ,O,none,0,,,
1439,1439,dem,der,112,non_event, ,O,none,0,,,
1440,1440,Eintretenden,eintretend,112,non_event, ,O,none,0,,,
1441,1441,entgegen,entgegen,112,non_event, ,B-Bewegung-Schall,A785771C-1691-413C-ADC0-7725080C7C57,2,,,
1442,1442,",",",",_,_, ,O,none,0,,,
1443,1443,»,»,_,_, ,O,none,0,,,
1444,1444,setze,setzen,113,non_event, ,B-Bewegung-Subjekt,84833BD3-69BD-4756-8946-03295CD82092,1,,,
1445,1445,dich,sich,113,non_event, ,O,none,0,,,
1446,1446,auf,auf,113,non_event, ,B-Richtung,85843E38-65CF-471F-BCD4-940D221D3E73,1,,,
1447,1447,meinen,mein,113,non_event, ,O,none,0,,,
1448,1448,Platz,Platz,113,non_event, ,B-Ort-Abstrakt-BK,DF5CEA45-A42D-4E3B-A8BC-371E12F167B9,1,,,
1449,1449,und,und,_,_, ,O,none,0,,,
1450,1450,sieh,sehen,_,_, ,B-Bewegung-Licht,F9730832-B0B0-4E5C-86C3-538215F2FB45,1,,,
1451,1451,hierher,hierher,_,_, ,B-Richtung,BFA52CB1-A44D-4F5A-8FA8-73718E58EB03,1,,,
1452,1452,.,.,_,_, ,O,none,0,,,
1453,1453,«,«,_,_, ,O,none,0,,,
1454,1454,Der,der,114,process, ,O,none,0,,,
1455,1455,Gast,Gast,114,process, ,O,none,0,,,
1456,1456,",",",",_,_, ,O,none,0,,,
1457,1457,eine,ein,114,process, ,O,none,0,,,
1458,1458,zarte,zart,114,process, ,B-Dimensionierung-Groesse,06540559-382F-4C08-8DBF-777B44B81C04,1,,,
1459,1459,Gestalt,Gestalt,114,process, ,O,none,0,,,
1460,1460,",",",",_,_, ,O,none,0,,,
1461,1461,mit,mit,114,process, ,O,none,0,,,
1462,1462,feinen,fein,114,process, ,B-Dimensionierung-Groesse,9C249DBA-B04D-4852-9C6F-C3B713E5143A,1,,,
1463,1463,Zügen,Zug,114,process, ,B-Ort-ALT,4ADE68CC-5D80-4CD0-B630-CE3AB7004E04,1,,,
1464,1464,und,und,114,process, ,O,none,0,,,
1465,1465,einer,ein,114,process, ,O,none,0,,,
1466,1466,Brille,Brille,114,process, ,O,none,0,,,
1467,1467,vor,vor,114,process, ,B-Positionierung,2CC8F011-4051-4924-AB6D-4348A487A83E,1,,,
1468,1468,den,der,114,process, ,O,none,0,,,
1469,1469,Augen,Auge,114,process, ,O,none,0,,,
1470,1470,",",",",_,_, ,O,none,0,,,
1471,1471,rückte,rücken,114,process, ,B-Bewegung-ALT,B9FE48AF-449A-41FC-948B-AEE0E11F536E,2,,,
1472,1472,sich,sich,114,process, ,O,none,0,,,
1473,1473,gehorsam,gehorsam,114,process, ,O,none,0,,,
1474,1474,zurecht,zurecht,114,process, ,B-Bewegung-ALT,B9FE48AF-449A-41FC-948B-AEE0E11F536E,2,,,
1475,1475,und,und,115,process, ,O,none,0,,,
1476,1476,ergriff,ergreifen,115,process, ,B-Bewegung-Subjekt,27D24381-B609-4146-A920-024C625AC481,1,,,
1477,1477,ein,ein,115,process, ,O,none,0,,,
1478,1478,kleines,klein,115,process, ,B-Dimensionierung-Groesse,AF1F7EBC-5E25-4DF5-B765-75173EF829AD,1,,,
1479,1479,Buch,Buch,115,process, ,O,none,0,,,
1480,1480,",",",",_,_, ,O,none,0,,,
1481,1481,welches,welcher,_,_, ,O,none,0,,,
1482,1482,Mittelpunkt,Mittelpunkt,116,stative_event, ,B-Ort-Abstrakt,AECC0719-1D9B-4938-9466-2FD19B770AF3,1,,,
1483,1483,eines,ein,116,stative_event, ,B-Positionierung,3E2D3B98-DA05-4212-B3E5-600F0C6A066C,1,,,
1484,1484,Kreises,Kreis,116,stative_event, ,B-Ort-Abstrakt,438178EA-AB61-4AAE-B8F8-F2254DAAB821,1,,,
1485,1485,von,von,116,stative_event, ,O,none,0,,,
1486,1486,aufgeschlagenen,aufgeschlagen,116,stative_event, ,B-Bewegung-Subjekt,863E57EC-B2A4-47EB-BEB2-A69344A17325,1,,,
1487,1487,Werken,Werk,116,stative_event, ,O,none,0,,,
1488,1488,in,in,116,stative_event, ,O,none,0,,,
1489,1489,jedem,jeder,116,stative_event, ,O,none,0,,,
1490,1490,Alter,Alter,116,stative_event, ,O,none,0,,,
1491,1491,und,und,116,stative_event, ,O,none,0,,,
1492,1492,Format,Format,116,stative_event, ,O,none,0,,,
1493,1493,war,sein,116,stative_event, ,O,none,0,,,
1494,1494,.,.,_,_, ,O,none,0,,,
1495,1495,Mit,mit,117,process, ,O,none,0,,,
1496,1496,Kennerblicken,Kennerblick,117,process, ,O,none,0,,,
1497,1497,musterte,mustern,117,process, ,B-Bewegung-Licht,E2D592F1-BDE2-490B-BE71-D489DA36C2C2,1,,,
1498,1498,er,er,117,process, ,O,none,0,,,
1499,1499,zuerst,zuerst,117,process, ,O,none,0,,,
1500,1500,den,der,117,process, ,O,none,0,,,
1501,1501,Deckel,Deckel,117,process, ,O,none,0,,,
1502,1502,:,:,117,process, ,O,none,0,,,
1503,1503,geschwärztes,geschwärzt,118,process, ,O,none,0,,,
1504,1504,Pergament,Pergament,118,process, ,O,none,0,,,
1505,1505,mit,mit,118,process, ,O,none,0,,,
1506,1506,alten,alt,118,process, ,O,none,0,,,
1507,1507,Noten,Note,118,process, ,O,none,0,,,
1508,1508,und,und,118,process, ,O,none,0,,,
1509,1509,darunter,darunter,118,process, ,B-Positionierung,B7F37AEF-6037-449A-9F4D-A1F4D3D4D88F,1,,,
1510,1510,geschriebenem,geschrieben,118,process, ,B-Bewegung-Subjekt,CF5CDCFC-71B8-45D7-9EC3-C3A5BB41BA25,1,,,
1511,1511,Kirchentext,Kirchentext,118,process, ,O,none,0,,,
1512,1512,",",",",_,_, ,O,none,0,,,
1513,1513,er,er,118,process, ,O,none,0,,,
1514,1514,warf,werfen,118,process, ,B-Bewegung-Licht,36025555-FCB1-4D2B-9B2B-08B06BDF47B4,1,,,
1515,1515,einen,ein,118,process, ,O,none,0,,,
1516,1516,spähenden,spähend,118,process, ,B-Bewegung-Licht,E49C181A-1CEC-45D7-B878-9526E4D462E7,1,,,
1517,1517,Blick,Blick,118,process, ,O,none,0,,,
1518,1518,auf,auf,118,process, ,B-Richtung,FB3539D6-86F0-4D10-978F-AA8516F727F1,1,,,
1519,1519,das,der,118,process, ,O,none,0,,,
1520,1520,Innere,innere,118,process, ,B-Ort-ALT,F85703BE-70D4-4530-8125-F6DFFE0F813B,1,,,
1521,1521,des,der,118,process, ,O,none,0,,,
1522,1522,Einbands,Einband,118,process, ,O,none,0,,,
1523,1523,und,und,119,process, ,O,none,0,,,
1524,1524,suchte,suchen,119,process, ,B-Bewegung-Subjekt,96CA35EA-E0F3-4770-8A56-2BA3B5277D74,1,,,
1525,1525,nach,nach,119,process, ,B-Richtung,736890AF-56CD-4495-9E88-2BB33712190B,1,,,
1526,1526,den,der,119,process, ,O,none,0,,,
1527,1527,Pergamentstreifen,Pergamentstreifen,119,process, ,O,none,0,,,
1528,1528,",",",",_,_, ,O,none,0,,,
1529,1529,durch,durch,119,process, ,O,none,0,,,
1530,1530,welche,welcher,119,process, ,O,none,0,,,
1531,1531,der,der,119,process, ,O,none,0,,,
1532,1532,übelerhaltene,übelerhalten,119,process, ,O,none,0,,,
1533,1533,Rücken,Rücken,119,process, ,O,none,0,,,
1534,1534,des,der,119,process, ,O,none,0,,,
1535,1535,Buches,Buch,119,process, ,O,none,0,,,
1536,1536,mit,mit,119,process, ,O,none,0,,,
1537,1537,dem,der,119,process, ,O,none,0,,,
1538,1538,Deckel,Deckel,119,process, ,O,none,0,,,
1539,1539,verbunden,verbinden,119,process, ,B-Bewegung-ALT,3EC27EFF-D16E-426E-AC21-D34DE9FA539F,1,,,
1540,1540,war,sein,119,process, ,O,none,0,,,
1541,1541,.,.,_,_, ,O,none,0,,,
1542,1542,Dann,dann,120,process, ,O,none,0,,,
1543,1543,erst,erst,120,process, ,O,none,0,,,
1544,1544,sah,sehen,120,process, ,B-Bewegung-Licht,4DAB1E8F-9A16-490E-BE59-57DEF5753498,1,,,
1545,1545,er,er,120,process, ,O,none,0,,,
1546,1546,auf,auf,120,process, ,B-Richtung,8226AC4C-40C1-4B38-908C-C716E97318DC,1,,,
1547,1547,das,der,120,process, ,O,none,0,,,
1548,1548,erste,erster,120,process, ,O,none,0,,,
1549,1549,Blatt,Blatt,120,process, ,O,none,0,,,
1550,1550,des,der,120,process, ,O,none,0,,,
1551,1551,Inhalts,Inhalt,120,process, ,O,none,0,,,
1552,1552,",",",",_,_, ,O,none,0,,,
1553,1553,auf,auf,120,process, ,B-Richtung,5AF07D9B-BB89-4404-A9EF-8C60AC5FB7B7,1,,,
1554,1554,die,der,120,process, ,O,none,0,,,
1555,1555,vergilbten,vergilbt,120,process, ,O,none,0,,,
1556,1556,Buchstaben,Buchstabe,120,process, ,O,none,0,,,
1557,1557,des,der,120,process, ,O,none,0,,,
1558,1558,geschriebenen,geschrieben,120,process, ,B-Bewegung-Subjekt,8D1EFC23-38FD-4904-8F85-5DEAFA514110,1,,,
1559,1559,Textes,Text,120,process, ,O,none,0,,,
1560,1560,.,.,_,_, ,O,none,0,,,
1561,1561,»,»,_,_, ,O,none,0,,,
1562,1562,Das,der,_,_, ,O,none,0,,,
1563,1563,Leben,Leben,_,_, ,O,none,0,,,
1564,1564,der,der,_,_, ,O,none,0,,,
1565,1565,heiligen,heilig,_,_, ,O,none,0,,,
1566,1566,Hildegard,Hildegard,_,_, ,O,none,0,,,
1567,1567,–,–,_,_, ,O,none,0,,,
1568,1568,die,der,_,_, ,O,none,0,,,
1569,1569,Hand,Hand,_,_, ,O,none,0,,,
1570,1570,des,der,_,_, ,O,none,0,,,
1571,1571,Schreibers,Schreiber,_,_, ,O,none,0,,,
1572,1572,aus,aus,_,_, ,O,none,0,,,
1573,1573,dem,der,_,_, ,O,none,0,,,
1574,1574,fünfzehnten,fünfzehnter,_,_, ,O,none,0,,,
1575,1575,Jahrhundert,Jahrhundert,_,_, ,O,none,0,,,
1576,1576,",",",",_,_, ,O,none,0,,,
1577,1577,«,§,_,_, ,O,none,0,,,
1578,1578,–,§,_,_, ,O,none,0,,,
1579,1579,sprach,sprechen,121,process, ,B-Bewegung-Schall,C1F3CA72-69CD-4AC2-8ACA-184C6E8D71DA,1,,,
1580,1580,er,er,121,process, ,O,none,0,,,
1581,1581,",",",",_,_, ,O,none,0,,,
1582,1582,und,und,122,process, ,O,none,0,,,
1583,1583,sah,sehen,122,process, ,B-Bewegung-Licht,04D82B07-BC8E-49A7-BFED-9240DD72431D,2,,,
1584,1584,den,der,122,process, ,O,none,0,,,
1585,1585,Freund,Freund,122,process, ,O,none,0,,,
1586,1586,fragend,fragend,122,process, ,B-Bewegung-ALT,337FAFAD-5B3E-4A5C-9CBB-2DFBF272FCCE,1,,,
1587,1587,an,an,122,process, ,B-Bewegung-Licht,04D82B07-BC8E-49A7-BFED-9240DD72431D,2,,,
1588,1588,.,.,_,_, ,O,none,0,,,
1589,1589,»,»,_,_, ,O,none,0,,,
1590,1590,Nicht,nicht,_,_, ,O,none,0,,,
1591,1591,deshalb,deshalb,123,non_event, ,O,none,0,,,
1592,1592,zeige,zeigen,123,non_event, ,B-Bewegung-Licht,50C6C5A5-1EC3-48D3-9D2B-8F3EFAF2D324,1,,,
1593,1593,ich,ich,123,non_event, ,O,none,0,,,
1594,1594,dir,dir,123,non_event, ,O,none,0,,,
1595,1595,das,der,123,non_event, ,O,none,0,,,
1596,1596,alte,alt,123,non_event, ,O,none,0,,,
1597,1597,Buch,Buch,123,non_event, ,O,none,0,,,
1598,1598,.,.,_,_, ,O,none,0,,,
1599,1599,«,«,_,_, ,O,none,0,,,
1600,1600,Sieh,sehen,_,_, ,B-Bewegung-Licht,BA68AB6F-532B-42E7-8A59-3F00B977E1B0,1,,,
1601,1601,weiter,weiter,_,_, ,O,none,0,,,
1602,1602,.,.,_,_, ,O,none,0,,,
1603,1603,Der,der,124,stative_event, ,O,none,0,,,
1604,1604,Lebensgeschichte,Lebensgeschichte,124,stative_event, ,O,none,0,,,
1605,1605,folgen,folgen,124,stative_event, ,B-Bewegung-ALT,7E16CF2C-94CD-4C0A-A1BB-55E9E5E744C5,1,,,
1606,1606,Gebete,Gebet,124,stative_event, ,O,none,0,,,
1607,1607,",",",",_,_, ,O,none,0,,,
1608,1608,eine,ein,124,stative_event, ,O,none,0,,,
1609,1609,Anzahl,Anzahl,124,stative_event, ,O,none,0,,,
1610,1610,Recepte,Recept,124,stative_event, ,O,none,0,,,
1611,1611,und,und,124,stative_event, ,O,none,0,,,
1612,1612,Wirthschaftsregeln,Wirthschaftsregel,124,stative_event, ,O,none,0,,,
1613,1613,von,von,124,stative_event, ,O,none,0,,,
1614,1614,verschiedenen,verschieden,124,stative_event, ,O,none,0,,,
1615,1615,Händen,Hand,124,stative_event, ,O,none,0,,,
1616,1616,bis,bis,124,stative_event, ,O,none,0,,,
1617,1617,über,über,124,stative_event, ,O,none,0,,,
1618,1618,die,der,124,stative_event, ,O,none,0,,,
1619,1619,Zeit,Zeit,124,stative_event, ,O,none,0,,,
1620,1620,Luthers,Luther,124,stative_event, ,O,none,0,,,
1621,1621,hinaus,hinaus,124,stative_event, ,O,none,0,,,
1622,1622,.,.,_,_, ,O,none,0,,,
1623,1623,Ich,ich,125,process, ,O,none,0,,,
1624,1624,hatte,haben,125,process, ,O,none,0,,,
1625,1625,diese,dieser,125,process, ,O,none,0,,,
1626,1626,Blätter,Blatt,125,process, ,O,none,0,,,
1627,1627,für,für,125,process, ,O,none,0,,,
1628,1628,dich,dich,125,process, ,O,none,0,,,
1629,1629,gekauft,kaufen,125,process, ,B-Bewegung-Subjekt,719BD12B-2A99-49E4-921B-8E5A570A8563,1,,,
1630,1630,",",",",_,_, ,O,none,0,,,
1631,1631,du,du,125,process, ,O,none,0,,,
1632,1632,konntest,konnen,125,process, ,O,none,0,,,
1633,1633,darin,darin,125,process, ,B-Positionierung,9853CEA8-20AD-4BFC-AF94-35784D99ACD6,1,,,
1634,1634,vielleicht,vielleicht,125,process, ,O,none,0,,,
1635,1635,etwas,etwas,125,process, ,O,none,0,,,
1636,1636,für,für,125,process, ,O,none,0,,,
1637,1637,deine,dein,125,process, ,O,none,0,,,
1638,1638,Sagen,Sage,125,process, ,O,none,0,,,
1639,1639,oder,oder,125,process, ,O,none,0,,,
1640,1640,Volksaberglauben,Volksaberglaube,125,process, ,O,none,0,,,
1641,1641,finden,finden,125,process, ,B-Bewegung-Licht,4FCFB4FE-7135-4CA4-BECA-CEE11FF06E8C,1,,,
1642,1642,.,.,_,_, ,O,none,0,,,
1643,1643,Bei,bei,126,process, ,O,none,0,,,
1644,1644,der,der,126,process, ,O,none,0,,,
1645,1645,Durchsicht,Durchsicht,126,process, ,O,none,0,,,
1646,1646,aber,aber,126,process, ,O,none,0,,,
1647,1647,traf,treffen,126,process, ,B-Bewegung-Licht,89EB3138-484D-4637-B6A3-54BA87112E43,1,,,
1648,1648,ich,ich,126,process, ,O,none,0,,,
1649,1649,auf,auf,126,process, ,B-Positionierung,967D51F9-6C6F-408B-842E-A53EE843F0F3,1,,,
1650,1650,einer,einer,126,process, ,B-Dimensionierung-Menge,92B7948B-30B7-4C21-B7D5-694F0D280784,3,,,
1651,1651,der,der,126,process, ,I-Dimensionierung-Menge,92B7948B-30B7-4C21-B7D5-694F0D280784,3,,,
1652,1652,letzten,letzter,126,process, ,I-Dimensionierung-Menge,92B7948B-30B7-4C21-B7D5-694F0D280784,3,,,
1653,1653,Seiten,Seite,126,process, ,O,none,0,,,
1654,1654,diese,dieser,126,process, ,O,none,0,,,
1655,1655,Stelle,Stelle,126,process, ,B-Ort-ALT,51AE302C-D7E8-4FF3-BED2-97FC5FED5B73,1,,,
1656,1656,",",",",_,_, ,O,none,0,,,
1657,1657,und,und,127,non_event, ,O,none,0,,,
1658,1658,ich,ich,127,non_event, ,O,none,0,,,
1659,1659,muß,müssen,127,non_event, ,O,none,0,,,
1660,1660,dir,dir,127,non_event, ,O,none,0,,,
1661,1661,jetzt,jetzt,127,non_event, ,O,none,0,,,
1662,1662,das,der,127,non_event, ,O,none,0,,,
1663,1663,Buch,Buch,127,non_event, ,O,none,0,,,
1664,1664,noch,noch,127,non_event, ,O,none,0,,,
1665,1665,vorenthalten,vorenthalten,127,non_event, ,O,none,0,,,
1666,1666,.,.,_,_, ,O,none,0,,,
